id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,istrain
16950,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,True
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,Casual,True
48786,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,True
2049,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,True
17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual,True
44977,Men,Accessories,Watches,Watches,Silver,Winter,Casual,True
33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,Ethnic,True
41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
39523,Unisex,Accessories,Bags,Others,Black,Summer,Casual,True
52812,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,True
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,True
24892,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
58514,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,True
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,True
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,Casual,True
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
4944,Men,Apparel,Topwear,Shirts,White,Summer,Casual,True
10861,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,True
59600,Women,Apparel,Saree,Sarees,Rust,Fall,Ethnic,True
42846,Women,Accessories,Bags,Handbags,Multi,Summer,Casual,True
35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,Casual,True
47508,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual,True
54923,Girls,Apparel,Bottomwear,Capris,Olive,Summer,Casual,True
43994,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,True
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,True
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,Casual,True
18230,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,True
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,True
16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,Sports,True
3953,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
29745,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,True
12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Casual,True
8587,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,True
42248,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,True
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,True
17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual,True
30668,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
9455,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,True
18002,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,True
44983,Women,Accessories,Watches,Watches,Silver,Winter,Casual,True
38405,Women,Accessories,Belts,Belts,White,Summer,Casual,True
53934,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,True
1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,Sports,True
25188,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,True
24866,Men,Accessories,Belts,Belts,Black,Summer,Casual,True
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,Casual,True
21528,Women,Accessories,Bags,Handbags,Copper,Winter,Casual,True
59432,Women,Accessories,Bags,Handbags,Black,Summer,Casual,True
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,Casual,True
6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
29321,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,True
9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,Casual,True
6845,Unisex,Accessories,Others,Others,Black,Summer,Casual,True
18466,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,True
26369,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
33489,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,True
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,Casual,True
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
45409,Women,Footwear,Shoes,Flats,Black,Winter,Casual,True
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,True
58184,Women,Accessories,Bags,Handbags,Beige,Summer,Casual,True
40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,True
15977,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,True
32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,Casual,True
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual,True
59264,Women,Accessories,Watches,Watches,White,Winter,Casual,True
14099,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,True
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,Ethnic,True
51009,Women,Apparel,Innerwear,Bra,Others,Summer,Casual,True
29113,Women,Accessories,Socks,Socks,White,Summer,Casual,True
7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,True
26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,True
27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,True
48124,Women,Accessories,Belts,Belts,Brown,Summer,Casual,True
9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
51835,Women,Apparel,Innerwear,Briefs,Red,Summer,Casual,True
3739,Men,Accessories,Headwear,Caps,Blue,Fall,Sports,True
19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,Casual,True
44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,True
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,True
41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,True
11376,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,True
25143,Women,Accessories,Bags,Clutches,Silver,Winter,Casual,True
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,Casual,True
5253,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,Casual,True
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual,True
14604,Men,Accessories,Socks,Socks,Green,Summer,Casual,True
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
46623,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,True
19927,Men,Footwear,Sandal,Sandals,Grey,Fall,Casual,True
7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,Sports,True
22366,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,True
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,True
51694,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,True
16153,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,True
17081,Women,Accessories,Wallets,Wallets,Blue,Winter,Casual,True
50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,True
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,Casual,True
55234,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,Casual,True
13421,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,True
22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,True
16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,True
46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,Casual,True
7736,Men,Accessories,Headwear,Caps,Red,Fall,Casual,True
34031,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
50574,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Casual,True
22968,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,True
3396,Women,Accessories,Bags,Handbags,Blue,Winter,Casual,True
31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,True
19329,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
13613,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,Casual,True
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,Casual,True
2244,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
43163,Men,Accessories,Watches,Watches,White,Winter,Casual,True
33214,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,True
10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,True
11144,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,True
25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,Casual,True
20603,Women,Accessories,Bags,Handbags,Black,Winter,Casual,True
58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,Ethnic,True
11978,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual,True
36766,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
45294,Women,Accessories,Watches,Watches,Black,Winter,Casual,True
52223,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,Casual,True
34455,Women,Footwear,Shoes,Heels,Black,Spring,Formal,True
6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,True
46075,Men,Accessories,Belts,Belts,Black,Summer,Casual,True
35587,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,True
7352,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,True
27042,Women,Accessories,Bags,Clutches,Black,Summer,Casual,True
2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,True
43507,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,True
28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,True
31127,Girls,Apparel,Dress,Dresses,Black,Summer,Casual,True
26190,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,True
55462,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual,True
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,True
25715,Unisex,Accessories,Headwear,Caps,Blue,Summer,Sports,True
41250,Men,Accessories,Belts,Belts,Brown,Summer,Formal,True
40382,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,True
38298,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,True
57335,Women,Apparel,Innerwear,Bra,White,Winter,Casual,True
52647,Women,Accessories,Bags,Handbags,Black,Summer,Casual,True
20267,Women,Footwear,Shoes,Heels,Black,Winter,Casual,True
14052,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
53795,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
44722,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,Casual,True
5405,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
39178,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,True
32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,Casual,True
11712,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
25527,Women,Apparel,Topwear,Shirts,Green,Summer,Casual,True
57107,Women,Apparel,Topwear,Tops,Olive,Summer,Casual,True
20869,Men,Footwear,Sandal,Sandals,Brown,Fall,Casual,True
33442,Women,Accessories,Bags,Handbags,Teal,Winter,Casual,True
58973,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual,True
39944,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,True
21187,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,Casual,True
36130,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,True
44510,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
20055,Women,Accessories,Others,Mufflers,Grey,Fall,Casual,True
50322,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,True
28238,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,True
13879,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,True
47395,Women,Accessories,Bags,Handbags,Green,Summer,Casual,True
46247,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual,True
7160,Women,Apparel,Topwear,Tunics,Purple,Fall,Casual,True
22702,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,Casual,True
8914,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
16537,Men,Accessories,Headwear,Caps,Blue,Fall,Casual,True
43735,Women,Accessories,Jewellery,Bangle,Gold,Summer,Ethnic,True
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,Casual,True
27270,Women,Apparel,Topwear,Kurtas,Maroon,Fall,Ethnic,True
12197,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,True
55650,Women,Footwear,Shoes,Heels,Multi,Winter,Casual,True
31315,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,True
6274,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
47153,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual,True
17623,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,True
48927,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,True
51036,Women,Apparel,Loungewear and Nightwear,Nightdress,Others,Summer,Casual,True
26958,Women,Apparel,Topwear,Shirts,Teal,Summer,Casual,True
46081,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual,True
35573,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,True
13283,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
54544,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
30001,Women,Accessories,Watches,Watches,White,Winter,Casual,True
29910,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,True
55496,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual,True
56213,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual,True
15948,Men,Accessories,Ties,Ties,Others,Fall,Formal,True
40376,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,True
24633,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Casual,True
10406,Women,Apparel,Dress,Dresses,Grey,Fall,Casual,True
4523,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,True
45604,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,True
15174,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,True
21341,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual,True
53761,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
37224,Women,Apparel,Topwear,Shirts,Purple,Summer,Casual,True
32564,Women,Apparel,Bottomwear,Trousers,Orange,Summer,Casual,True
56021,Women,Personal Care,Lips,Lipstick,Others,Spring,Casual,True
24401,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,True
10634,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,True
40144,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,True
58987,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,Casual,True
59069,Women,Apparel,Innerwear,Bra,White,Summer,Casual,True
15346,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
52481,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Pink,Winter,Casual,True
21173,Women,Apparel,Topwear,Shirts,Grey,Fall,Casual,True
4711,Unisex,Accessories,Watches,Watches,Black,Winter,Sports,True
40978,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
14294,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
17411,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
9832,Women,Apparel,Topwear,Tshirts,Orange,Fall,Casual,True
23624,Girls,Apparel,Topwear,Tops,White,Fall,Casual,True
6046,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,True
34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,True
47361,Women,Accessories,Bags,Handbags,Black,Summer,Casual,True
7194,Women,Apparel,Topwear,Tops,White,Fall,Casual,True
51204,Women,Apparel,Innerwear,Bra,Peach,Summer,Casual,True
30233,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,True
48329,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,True
18459,Men,Personal Care,Fragrance,Deodorant,White,Spring,Casual,True
27284,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,True
12163,Women,Apparel,Bottomwear,Leggings,Purple,Fall,Ethnic,True
42613,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual,True
3534,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
24065,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,True
10250,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,True
57597,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual,True
40520,Men,Accessories,Watches,Watches,Cream,Winter,Casual,True
1607,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Sports,True
11382,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
44180,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,True
37472,Men,Accessories,Watches,Watches,Grey,Winter,Casual,True
53137,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,True
15722,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,True
4375,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,True
35325,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic,True
22392,Women,Apparel,Topwear,Tops,White,Fall,Casual,True
51660,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
17075,Women,Accessories,Belts,Belts,Navy Blue,Winter,Casual,True
23240,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,True
6422,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
18801,Men,Accessories,Belts,Belts,Brown,Summer,Casual,True
26732,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,Casual,True
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,True
31785,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,True
3150,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
17849,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
29548,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,True
42879,Women,Accessories,Bags,Clutches,Black,Summer,Casual,True
16395,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,True
51452,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
6610,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
47537,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,True
17247,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,True
23072,Men,Apparel,Bottomwear,Trousers,Navy Blue,Winter,Formal,True
42045,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,Casual,True
3362,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
12735,Unisex,Accessories,Headwear,Caps,Black,Fall,Sports,True
54120,Women,Footwear,Shoes,Flats,Beige,Winter,Casual,True
30465,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,True
9658,Men,Apparel,Topwear,Shirts,Maroon,Fall,Casual,True
43197,Women,Accessories,Watches,Watches,Grey,Winter,Casual,True
38608,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
24257,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,True
10062,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
56677,Men,Accessories,Watches,Watches,White,Winter,Casual,True
25385,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,True
32332,Men,Accessories,Watches,Watches,Steel,Winter,Casual,True
5095,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
37640,Women,Accessories,Bags,Clutches,Red,Summer,Casual,True
4147,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
36792,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
45260,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
15510,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,Casual,True
21725,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,True
34038,Boys,Apparel,Topwear,Shirts,Red,Summer,Casual,True
43956,Women,Footwear,Sandal,Sports Sandals,Purple,Summer,Casual,True
28467,Women,Apparel,Topwear,Tshirts,Rust,Summer,Casual,True
16368,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,Formal,True
42884,Women,Accessories,Bags,Clutches,Beige,Summer,Casual,True
55833,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,Casual,True
46418,Men,Accessories,Watches,Watches,Olive,Winter,Casual,True
48582,Men,Accessories,Jewellery,Bracelet,Steel,Summer,Casual,True
30498,Women,Apparel,Innerwear,Bra,Brown,Summer,Casual,True
8777,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
19320,Unisex,Accessories,Bags,Backpacks,Pink,Fall,Casual,True
25378,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,Casual,True
4986,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,True
39727,Women,Apparel,Topwear,Shirts,Blue,Summer,Formal,True
5854,Women,Accessories,Bags,Handbags,Pink,Summer,Casual,True
11971,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
5068,Men,Accessories,Watches,Watches,Blue,Winter,Casual,True
39515,Unisex,Accessories,Bags,Laptop Bag,Brown,Summer,Casual,True
45893,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
44941,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,True
24098,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,True
4388,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
58522,Unisex,Accessories,Accessories,Travel Accessory,Rust,Summer,Casual,True
28655,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,True
17088,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual,True
3991,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
29787,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
9497,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,True
13428,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
19112,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
16966,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
49662,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
20860,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
32599,Women,Apparel,Topwear,Tops,Black,Summer,Casual,True
39171,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,True
36905,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
57932,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
58146,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,True
40985,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,True
41857,Men,Footwear,Sandal,Sandals,Olive,Summer,Casual,True
59094,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,True
36139,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
7169,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
28231,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,True
13870,Men,Apparel,Topwear,Shirts,Beige,Fall,Casual,True
19576,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
7955,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,True
8121,Men,Accessories,Belts,Belts,Brown,Winter,Casual,True
